forest,plot,pest,severity,date
1-Psilideo,1,Psilideo,LOW,2024-08-09
1-Psilideo,2,Psilideo,LOW,2024-08-09
1-Psilideo,3,Psilideo,LOW,2024-08-09
1-Perervejo Bronzeado,0,Perervejo Bronzeado,LOW,2022-04-29
1-Perervejo Bronzeado,1,Perervejo Bronzeado,LOW,2022-04-18
1-Perervejo Bronzeado,2,Perervejo Bronzeado,LOW,2022-04-18
1-Perervejo Bronzeado,3,Perervejo Bronzeado,LOW,2022-04-03
1-Perervejo Bronzeado,4,Perervejo Bronzeado,LOW,2022-04-03
1-Perervejo Bronzeado,5,Perervejo Bronzeado,LOW,2022-04-02
1-Perervejo Bronzeado,6,Perervejo Bronzeado,LOW,2022-04-02
1-Perervejo Bronzeado,8,Perervejo Bronzeado,LOW,2022-03-29
1-Perervejo Bronzeado,9,Perervejo Bronzeado,LOW,2022-03-27
1-Perervejo Bronzeado,10,Perervejo Bronzeado,LOW,2022-03-27
1-Perervejo Bronzeado,11,Perervejo Bronzeado,LOW,2022-03-27
1-Perervejo Bronzeado,12,Perervejo Bronzeado,LOW,2022-03-26
1-Perervejo Bronzeado,13,Perervejo Bronzeado,LOW,2022-03-24
1-Perervejo Bronzeado,14,Perervejo Bronzeado,LOW,2022-03-24
1-Perervejo Bronzeado,15,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,16,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,17,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,18,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,19,Perervejo Bronzeado,LOW,2022-03-22
1-Perervejo Bronzeado,20,Perervejo Bronzeado,LOW,2022-03-20
1-Perervejo Bronzeado,21,Perervejo Bronzeado,LOW,2022-03-19
1-Perervejo Bronzeado,22,Perervejo Bronzeado,LOW,2022-03-19
1-Perervejo Bronzeado,23,Perervejo Bronzeado,LOW,2022-03-15
1-Perervejo Bronzeado,24,Perervejo Bronzeado,LOW,2022-03-13
1-Perervejo Bronzeado,25,Perervejo Bronzeado,LOW,2022-02-14
1-Perervejo Bronzeado,26,Perervejo Bronzeado,LOW,2022-02-14
1-Perervejo Bronzeado,27,Perervejo Bronzeado,LOW,2022-02-14
1-Lagarta Desfolhadora,1,Lagarta Desfolhadora,LOW,2024-05-01
1-Lagarta Desfolhadora,2,Lagarta Desfolhadora,LOW,2024-05-01
1-Formiga,1,Formiga,LOW,2022-04-22
1-Formiga,2,Formiga,LOW,2022-04-22
1-Formiga,3,Formiga,LOW,2022-04-01
1-Formiga,4,Formiga,LOW,2022-04-19
1-Formiga,5,Formiga,LOW,2021-11-15
1-Formiga,6,Formiga,LOW,2019-09-27
1-Formiga,7,Formiga,LOW,2021-11-01
Boi Preto VI,101,Psilideo,LOW,2024-05-01
Boi Preto VI,102,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,103,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,104,Psilideo,HIGH,2024-05-01
Boi Preto VI,105,Psilideo,LOW,2024-05-01
Boi Preto VI,106,Psilideo,LOW,2024-05-01
Boi Preto VI,107,Psilideo,LOW,2024-05-01
Boi Preto VI,108,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,109,Psilideo,MEDIUM,2024-05-01
Boi Preto VI,110,Psilideo,HIGH,2024-05-01
Boi Preto VI,111,Psilideo,LOW,2024-05-01
Boi Preto VI,112,Psilideo,LOW,2024-05-01
Boi Preto VI,113,Psilideo,LOW,2024-05-01
Boi Preto VI,114,Psilideo,LOW,2024-05-01
Boi Preto VI,115,Psilideo,LOW,2024-05-01
Boi Preto VI,116,Psilideo,LOW,2024-05-01
Boi Preto VI,117,Psilideo,LOW,2024-05-01
Boi Preto VI,118,Psilideo,LOW,2024-05-01
Boi Preto VI,119,Psilideo,LOW,2024-05-01
Boi Preto VI,120,Psilideo,LOW,2024-05-01
Boi Preto VI,121,Psilideo,LOW,2024-05-01
Boi Preto VI,122,Psilideo,LOW,2024-05-01
Boi Preto VI,123,Psilideo,LOW,2024-05-01
Boi Preto VI,124,Psilideo,LOW,2024-05-01
Boi Preto VI,125,Psilideo,LOW,2024-05-01
Boi Preto VI,126,Psilideo,LOW,2024-05-01
Boi Preto XI,001,Formiga,LOW,2024-10-01
Boi Preto XI,002,Formiga,LOW,2024-10-01
Boi Preto XI,002A,Formiga,LOW,2024-10-01
Boi Preto XI,003,Formiga,LOW,2024-10-01
Boi Preto XI,004,Formiga,LOW,2024-10-01
Boi Preto XI,005,Formiga,LOW,2024-10-01
Boi Preto XI,006,Formiga,LOW,2024-10-01
Boi Preto XI,007,Formiga,LOW,2024-10-01
Boi Preto XI,008,Formiga,LOW,2024-10-01
Boi Preto XI,009,Formiga,LOW,2024-10-01
Boi Preto XI,010,Formiga,LOW,2024-10-01
Boi Preto XI,011,Formiga,LOW,2024-10-01
Boi Preto XI,012,Formiga,LOW,2024-10-01
Boi Preto XI,013,Formiga,LOW,2024-10-01
Boi Preto XI,014,Formiga,LOW,2024-10-01
Boi Preto XI,015,Formiga,LOW,2024-10-01
Boi Preto XI,016,Formiga,LOW,2024-10-01
Boi Preto XI,017,Formiga,LOW,2024-10-01
Boi Preto XI,017A,Formiga,LOW,2024-10-01
Boi Preto XI,018,Formiga,HIGH,2024-10-01
Boi Preto XI,019,Formiga,LOW,2024-10-01
Boi Preto XI,020,Formiga,MEDIUM,2024-10-01
Boi Preto XI,022,Formiga,LOW,2024-10-01
Boi Preto XI,023,Formiga,LOW,2024-10-01
Boi Preto XI,024,Formiga,LOW,2024-10-01
Boi Preto XI,025,Formiga,HIGH,2024-10-01
Boi Preto XI,026,Formiga,HIGH,2024-10-01
Boi Preto XI,027,Formiga,LOW,2024-10-01
Boi Preto XI,029,Formiga,LOW,2024-10-01
Boi Preto XI,030,Formiga,LOW,2024-10-01
Boi Preto XI,031,Formiga,HIGH,2024-10-01
Boi Preto XI,032,Formiga,HIGH,2024-10-01
Boi Preto XI,033,Formiga,LOW,2024-10-01
Boi Preto XI,034,Formiga,HIGH,2024-10-01
Boi Preto XI,035,Formiga,LOW,2024-10-01
Boi Preto XI,036,Formiga,LOW,2024-10-01
Boi Preto XI,037,Formiga,HIGH,2024-10-01
Boi Preto XI,038,Formiga,HIGH,2024-10-01
Boi Preto XI,039,Formiga,HIGH,2024-10-01
Boi Preto XI,040,Formiga,HIGH,2024-10-01
Boi Preto XI,041,Formiga,HIGH,2024-10-01
Boi Preto XI,042,Formiga,MEDIUM,2024-10-01
Boi Preto XI,043,Formiga,HIGH,2024-10-01
Boi Preto XI,044,Formiga,LOW,2024-10-01
Boi Preto XI,045,Formiga,MEDIUM,2024-10-01
Boi Preto XI,046,Formiga,HIGH,2024-10-01
Boi Preto XI,047,Formiga,MEDIUM,2024-10-01
Boi Preto XI,048,Formiga,MEDIUM,2024-10-01
Boi Preto XI,049,Formiga,MEDIUM,2024-10-01
Boi Preto XI,050,Formiga,LOW,2024-10-01
Boi Preto XI,051,Formiga,MEDIUM,2024-10-01
Boi Preto XI,052,Formiga,HIGH,2024-10-01
Boi Preto XI,053,Formiga,HIGH,2024-10-01
Boi Preto XI,054,Formiga,HIGH,2024-10-01
Boi Preto XI,055,Formiga,HIGH,2024-10-01
Boi Preto XI,056,Formiga,HIGH,2024-10-01
Boi Preto XI,057,Formiga,HIGH,2024-10-01
Gema,001,Lagarta Desfolhadora,LOW,2024-07-01
Gema,001B,Lagarta Desfolhadora,LOW,2024-07-01
Gema,002,Lagarta Desfolhadora,LOW,2024-07-01
Gema,003,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,004B,Lagarta Desfolhadora,LOW,2024-07-01
Gema,005,Lagarta Desfolhadora,LOW,2024-07-01
Gema,006,Lagarta Desfolhadora,LOW,2024-07-01
Gema,007,Lagarta Desfolhadora,LOW,2024-07-01
Gema,008,Lagarta Desfolhadora,LOW,2024-07-01
Gema,009,Lagarta Desfolhadora,LOW,2024-07-01
Gema,009A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,010,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,011,Lagarta Desfolhadora,LOW,2024-07-01
Gema,011A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,012,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,013,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,014,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,015,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,016,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,017,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,018,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,019,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,020,Lagarta Desfolhadora,LOW,2024-07-01
Gema,021,Lagarta Desfolhadora,LOW,2024-07-01
Gema,021A,Lagarta Desfolhadora,LOW,2024-07-01
Gema,022,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,022A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,023,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,024,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,024A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,025,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,025A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,026,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,027,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,028,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,028A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,029,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,030,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,030A,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,031,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,032,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,033A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,033B,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,034,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,035,Lagarta Desfolhadora,HIGH,2024-07-01
Gema,036,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,037,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,038,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,039,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,039A,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,040,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,041,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,042,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,043,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,044,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,045,Lagarta Desfolhadora,MEDIUM,2024-07-01
Gema,026,Lagarta Desfolhadora,LOW,2024-07-05
Gema,026,Lagarta Desfolhadora,LOW,2024-07-10
Gema,026,Lagarta Desfolhadora,LOW,2024-08-16
Gema,026,Lagarta Desfolhadora,LOW,2024-11-14
Gema,027,Lagarta Desfolhadora,LOW,2024-07-06
Gema,027,Lagarta Desfolhadora,LOW,2024-07-11
Gema,027,Lagarta Desfolhadora,LOW,2024-08-16
Gema,027,Lagarta Desfolhadora,LOW,2024-11-14
Gema,028,Lagarta Desfolhadora,LOW,2024-07-07
Gema,028,Lagarta Desfolhadora,LOW,2024-07-12
Gema,028,Lagarta Desfolhadora,LOW,2024-08-16
Gema,028,Lagarta Desfolhadora,LOW,2024-11-14
Gema,029,Lagarta Desfolhadora,LOW,2024-07-09
Gema,029,Lagarta Desfolhadora,LOW,2024-07-14
Gema,029,Lagarta Desfolhadora,LOW,2024-08-16
Gema,029,Lagarta Desfolhadora,LOW,2024-11-14
Terere,001,Lagarta Desfolhadora,LOW,2024-06-06
Terere,002,Lagarta Desfolhadora,LOW,2024-05-13
Terere,002,Lagarta Desfolhadora,LOW,2024-06-06
Terere,003,Lagarta Desfolhadora,LOW,2024-05-13
Terere,003,Lagarta Desfolhadora,LOW,2024-06-06
Terere,004,Lagarta Desfolhadora,LOW,2024-05-08
Terere,004,Lagarta Desfolhadora,LOW,2024-05-13
Terere,004,Lagarta Desfolhadora,LOW,2024-06-06